Episode, Total Reward, Epsilon, Steps
147, -11375.00, 0.01, 151
148, -1655.00, 0.01, 151
149, -7615.00, 0.01, 151
150, -5145.00, 0.01, 151
151, -3515.00, 0.01, 151
152, -7385.00, 0.01, 151
153, -7185.00, 0.01, 151
154, -2695.00, 0.01, 151
155, -4185.00, 0.01, 151
156, -5055.00, 0.01, 151
157, -8115.00, 0.01, 151
158, -7415.00, 0.01, 151
159, -4055.00, 0.01, 151
160, -4265.00, 0.01, 151
161, 575.00, 0.01, 151
162, -10235.00, 0.01, 151
163, -5645.00, 0.01, 151
164, -4615.00, 0.01, 151
165, -4655.00, 0.01, 151
166, -4645.00, 0.01, 151
167, -1205.00, 0.01, 151
168, 1005.00, 0.01, 151
169, -4435.00, 0.01, 151
170, -5725.00, 0.01, 151
171, -10185.00, 0.01, 151
172, -8885.00, 0.01, 151
173, -4495.00, 0.01, 151
174, -4195.00, 0.01, 151
175, -3825.00, 0.01, 151
176, -10655.00, 0.01, 151
177, 1825.00, 0.01, 151
178, -1255.00, 0.01, 151
179, 1015.00, 0.01, 151
180, -8555.00, 0.01, 151
181, -7095.00, 0.01, 151
182, -4675.00, 0.01, 151
183, -4655.00, 0.01, 151
184, -6495.00, 0.01, 151
185, -1345.00, 0.01, 151
186, -4655.00, 0.01, 151
187, -7205.00, 0.01, 151
188, -2045.00, 0.01, 151
189, -1635.00, 0.01, 151
190, -15395.00, 0.01, 151
191, -7675.00, 0.01, 151
192, -4685.00, 0.01, 151
193, -675.00, 0.01, 151
194, -3465.00, 0.01, 151
195, -4145.00, 0.01, 151
196, -4895.00, 0.01, 151
197, -1255.00, 0.01, 151
198, 1785.00, 0.01, 151
199, -4215.00, 0.01, 151
200, -1945.00, 0.01, 151
201, -4695.00, 0.01, 151
202, -1635.00, 0.01, 151
203, -5025.00, 0.01, 151
204, -4425.00, 0.01, 151
205, -1835.00, 0.01, 151
206, -4315.00, 0.01, 151
207, -4145.00, 0.01, 151
208, -1655.00, 0.01, 151
209, -6395.00, 0.01, 151
210, -2745.00, 0.01, 151
211, -3055.00, 0.01, 151
212, -7975.00, 0.01, 151
213, -285.00, 0.01, 151
214, -1865.00, 0.01, 151
215, -2975.00, 0.01, 151
216, -1625.00, 0.01, 151
217, -11635.00, 0.01, 265
218, -4265.00, 0.01, 151
219, -4515.00, 0.01, 151
220, -5505.00, 0.01, 151
221, -9835.00, 0.01, 151
222, -4315.00, 0.01, 151
223, -3115.00, 0.01, 151
224, -4645.00, 0.01, 151
225, -6525.00, 0.01, 151
226, -1675.00, 0.01, 151
227, -3325.00, 0.01, 151
228, -11435.00, 0.01, 251
229, -5815.00, 0.01, 151
230, -1765.00, 0.01, 151
231, -4695.00, 0.01, 151
232, -7605.00, 0.01, 151
233, -1395.00, 0.01, 151
234, -10915.00, 0.01, 151
235, -6155.00, 0.01, 151
236, -4195.00, 0.01, 151
237, -5805.00, 0.01, 151
238, -7325.00, 0.01, 151
239, -4365.00, 0.01, 151
240, -6045.00, 0.01, 151
241, -4175.00, 0.01, 151
242, -4165.00, 0.01, 151
243, -7715.00, 0.01, 151
244, -9355.00, 0.01, 151
245, -3325.00, 0.01, 151
246, -7295.00, 0.01, 151
247, -3835.00, 0.01, 151
248, -5785.00, 0.01, 151
249, -5275.00, 0.01, 151
250, 1385.00, 0.01, 151
251, -11415.00, 0.01, 251
252, -4215.00, 0.01, 151
253, -4655.00, 0.01, 151
254, -9825.00, 0.01, 151
255, -2495.00, 0.01, 151
256, -4665.00, 0.01, 151
257, -4685.00, 0.01, 151
258, -8965.00, 0.01, 151
259, -4635.00, 0.01, 151
260, -8005.00, 0.01, 151
261, -1595.00, 0.01, 151
262, -5885.00, 0.01, 151
263, -7655.00, 0.01, 151
264, -3645.00, 0.01, 151
265, -5695.00, 0.01, 151
266, -4075.00, 0.01, 151
267, -4605.00, 0.01, 151
268, -2245.00, 0.01, 151
269, -725.00, 0.01, 151
270, -3425.00, 0.01, 151
271, -3205.00, 0.01, 151
272, -8055.00, 0.01, 151
273, -4565.00, 0.01, 151
274, -2955.00, 0.01, 151
275, -5175.00, 0.01, 151
276, -5015.00, 0.01, 151
277, 1145.00, 0.01, 151
278, -4285.00, 0.01, 151
279, -1955.00, 0.01, 151
280, -5015.00, 0.01, 151
281, -8875.00, 0.01, 151
282, -2055.00, 0.01, 151
283, -4655.00, 0.01, 151
284, -1135.00, 0.01, 151
285, -1235.00, 0.01, 151
286, -5055.00, 0.01, 151
287, -4675.00, 0.01, 151
288, -6375.00, 0.01, 151
289, -1645.00, 0.01, 151
290, -7695.00, 0.01, 151
291, -3595.00, 0.01, 151
292, -1235.00, 0.01, 151
293, -1235.00, 0.01, 151
294, -5755.00, 0.01, 181
295, -7175.00, 0.01, 151
296, -2665.00, 0.01, 151
297, -7325.00, 0.01, 151
298, -4735.00, 0.01, 151
299, -7895.00, 0.01, 151
300, -6155.00, 0.01, 151
301, -5815.00, 0.01, 151
302, -1145.00, 0.01, 151
303, -4255.00, 0.01, 151
304, -6340.00, 0.01, 208
305, -4655.00, 0.01, 151
306, -3735.00, 0.01, 151
307, -2915.00, 0.01, 151
308, -6835.00, 0.01, 151
309, -2065.00, 0.01, 151
310, -5615.00, 0.01, 151
311, -6345.00, 0.01, 151
312, -4255.00, 0.01, 151
313, -3785.00, 0.01, 151
314, -1085.00, 0.01, 151
315, -4745.00, 0.01, 151
316, -5055.00, 0.01, 151
317, -6725.00, 0.01, 151
318, -3185.00, 0.01, 151
319, -2925.00, 0.01, 151
320, -8775.00, 0.01, 151
321, -2880.00, 0.01, 156
322, -965.00, 0.01, 151
323, -4175.00, 0.01, 151
324, -7215.00, 0.01, 151
325, -3995.00, 0.01, 151
326, -8955.00, 0.01, 151
327, -4755.00, 0.01, 151
328, -8965.00, 0.01, 151
329, -8895.00, 0.01, 151
330, -3815.00, 0.01, 151
331, -1645.00, 0.01, 151
332, -4485.00, 0.01, 151
333, -2035.00, 0.01, 151
334, -2525.00, 0.01, 151
335, -6265.00, 0.01, 151
336, -8075.00, 0.01, 151
337, -4785.00, 0.01, 151
338, -15605.00, 0.01, 151
339, -5675.00, 0.01, 151
340, -1595.00, 0.01, 151
341, -1795.00, 0.01, 151
342, -525.00, 0.01, 151
343, -7015.00, 0.01, 151
344, -3345.00, 0.01, 151
345, -4635.00, 0.01, 151
346, 1385.00, 0.01, 151
347, -4655.00, 0.01, 151
348, -4095.00, 0.01, 151
349, -7325.00, 0.01, 151
350, -9695.00, 0.01, 151
351, 1385.00, 0.01, 151
352, -5675.00, 0.01, 151
353, -4235.00, 0.01, 151
354, -7685.00, 0.01, 151
355, -6635.00, 0.01, 151
356, -1435.00, 0.01, 151
357, 4795.00, 0.01, 151
358, -5255.00, 0.01, 151
359, -7505.00, 0.01, 151
360, -6135.00, 0.01, 151
361, -5735.00, 0.01, 151
362, -1795.00, 0.01, 151
363, -8715.00, 0.01, 151
364, -6325.00, 0.01, 151
365, -445.00, 0.01, 151
366, -3945.00, 0.01, 151
367, -4705.00, 0.01, 151
368, -2475.00, 0.01, 151
369, 925.00, 0.01, 151
370, -1625.00, 0.01, 151
371, -4565.00, 0.01, 151
372, -4915.00, 0.01, 151
373, -7715.00, 0.01, 151
374, -7545.00, 0.01, 151
375, -7045.00, 0.01, 151
376, -3695.00, 0.01, 151
377, -315.00, 0.01, 151
378, -6435.00, 0.01, 151
379, -6725.00, 0.01, 151
380, -1235.00, 0.01, 151
381, -12775.00, 0.01, 151
382, -4215.00, 0.01, 151
383, -5465.00, 0.01, 151
384, -245.00, 0.01, 151
385, -5465.00, 0.01, 151
386, -5295.00, 0.01, 151
387, -1635.00, 0.01, 151
388, -3405.00, 0.01, 151
389, -1335.00, 0.01, 151
390, -4185.00, 0.01, 151
391, -4655.00, 0.01, 151
392, -6325.00, 0.01, 151
393, -4815.00, 0.01, 151
394, -5025.00, 0.01, 151
395, -4735.00, 0.01, 151
396, -7275.00, 0.01, 151
397, 3575.00, 0.01, 151
398, -8235.00, 0.01, 151
399, -6895.00, 0.01, 151
400, -4535.00, 0.01, 151
401, -8015.00, 0.01, 151
402, 1385.00, 0.01, 151
403, -2045.00, 0.01, 151
404, -6335.00, 0.01, 151
405, -9695.00, 0.01, 151
406, 785.00, 0.01, 151
407, -4165.00, 0.01, 151
408, -1655.00, 0.01, 151
409, -10155.00, 0.01, 151
410, -4655.00, 0.01, 151
411, -14415.00, 0.01, 151
412, -4655.00, 0.01, 151
413, -1635.00, 0.01, 151
414, -1635.00, 0.01, 151
415, -4665.00, 0.01, 151
416, -7235.00, 0.01, 151
417, -9715.00, 0.01, 151
418, -4495.00, 0.01, 151
419, -6585.00, 0.01, 151
420, -5425.00, 0.01, 151
421, -8455.00, 0.01, 151
422, -8105.00, 0.01, 151
423, -5985.00, 0.01, 151
424, -4175.00, 0.01, 151
425, -1585.00, 0.01, 151
426, -1635.00, 0.01, 151
427, -8055.00, 0.01, 151
428, -3235.00, 0.01, 151
429, -3155.00, 0.01, 151
430, -6835.00, 0.01, 151
431, -3665.00, 0.01, 151
432, -8075.00, 0.01, 151
433, -1655.00, 0.01, 151
434, -2725.00, 0.01, 151
435, -8085.00, 0.01, 151
436, -8945.00, 0.01, 151
437, -9915.00, 0.01, 151
438, -1375.00, 0.01, 151
439, -11805.00, 0.01, 151
440, -7195.00, 0.01, 151
441, -2925.00, 0.01, 151
442, -8555.00, 0.01, 151
443, -4255.00, 0.01, 151
444, -6125.00, 0.01, 151
445, -9075.00, 0.01, 151
446, 165.00, 0.01, 151
447, -2365.00, 0.01, 151
448, -2335.00, 0.01, 151
449, -1245.00, 0.01, 151
450, 495.00, 0.01, 151
451, -8075.00, 0.01, 151
452, -6645.00, 0.01, 151
453, -11155.00, 0.01, 151
454, -1655.00, 0.01, 151
455, -8615.00, 0.01, 151
456, -1655.00, 0.01, 151
457, -5855.00, 0.01, 151
458, -6305.00, 0.01, 151
459, -1975.00, 0.01, 151
460, -8175.00, 0.01, 151
461, -1645.00, 0.01, 151
462, -1645.00, 0.01, 151
463, -2485.00, 0.01, 151
464, -615.00, 0.01, 151
465, -115.00, 0.01, 151
466, -5045.00, 0.01, 151
467, -1845.00, 0.01, 151
468, -3245.00, 0.01, 151
469, -4925.00, 0.01, 151
470, -5075.00, 0.01, 151
471, -9455.00, 0.01, 151
472, -4075.00, 0.01, 151
473, -3005.00, 0.01, 151
474, 985.00, 0.01, 151
475, -7685.00, 0.01, 151
476, -6215.00, 0.01, 261
477, -5025.00, 0.01, 151
478, -5095.00, 0.01, 151
479, -6325.00, 0.01, 151
480, 3705.00, 0.01, 151
481, -7675.00, 0.01, 151
482, -7235.00, 0.01, 151
483, -10655.00, 0.01, 151
484, -2345.00, 0.01, 151
485, -13895.00, 0.01, 151
486, -3415.00, 0.01, 151
487, 265.00, 0.01, 151
488, -3365.00, 0.01, 151
489, -4655.00, 0.01, 151
490, -4655.00, 0.01, 151
491, -8375.00, 0.01, 151
492, 1865.00, 0.01, 151
493, -4655.00, 0.01, 151
494, -3755.00, 0.01, 151
495, -1265.00, 0.01, 151
496, -5065.00, 0.01, 151
497, -9815.00, 0.01, 151
498, -4855.00, 0.01, 151
499, -305.00, 0.01, 151
500, -9865.00, 0.01, 151
501, -4215.00, 0.01, 151
502, -8905.00, 0.01, 151
503, -2445.00, 0.01, 151
504, 1075.00, 0.01, 151
505, 1565.00, 0.01, 151
506, -2445.00, 0.01, 151
507, -8075.00, 0.01, 151
508, -7205.00, 0.01, 151
509, -9755.00, 0.01, 151
510, -3755.00, 0.01, 151
511, 645.00, 0.01, 151
512, -3895.00, 0.01, 151
513, -5915.00, 0.01, 151
514, -3845.00, 0.01, 151
515, -1745.00, 0.01, 151
516, -8760.00, 0.01, 226
517, -6135.00, 0.01, 151
518, -5545.00, 0.01, 151
519, -6035.00, 0.01, 151
520, -7975.00, 0.01, 151
521, -4925.00, 0.01, 151
522, -8055.00, 0.01, 151
523, -6435.00, 0.01, 151
524, -1635.00, 0.01, 151
525, -6475.00, 0.01, 151
526, -4585.00, 0.01, 151
527, -4235.00, 0.01, 151
528, -10985.00, 0.01, 151
529, -10925.00, 0.01, 151
530, -8965.00, 0.01, 151
531, -1235.00, 0.01, 151
532, -4925.00, 0.01, 151
533, -8655.00, 0.01, 151
534, -6925.00, 0.01, 151
535, -1635.00, 0.01, 151
536, -1645.00, 0.01, 151
537, -9145.00, 0.01, 151
538, -12375.00, 0.01, 151
539, -1705.00, 0.01, 151
540, -3775.00, 0.01, 151
541, -8965.00, 0.01, 151
542, -8765.00, 0.01, 151
543, -5405.00, 0.01, 151
544, -5055.00, 0.01, 151
545, -2035.00, 0.01, 151
546, -1785.00, 0.01, 151
547, -4655.00, 0.01, 151
548, -5345.00, 0.01, 151
549, -4465.00, 0.01, 151
550, -1445.00, 0.01, 151
551, -1635.00, 0.01, 151
552, 175.00, 0.01, 151
553, -10790.00, 0.01, 156
554, -17445.00, 0.01, 151
555, 995.00, 0.01, 151
556, -2075.00, 0.01, 151
557, -3775.00, 0.01, 151
558, -6345.00, 0.01, 151
559, -7275.00, 0.01, 151
560, -4275.00, 0.01, 151
561, -8445.00, 0.01, 151
562, -4655.00, 0.01, 151
563, -5385.00, 0.01, 191
564, 985.00, 0.01, 151
565, -3605.00, 0.01, 151
566, -1645.00, 0.01, 151
567, -5025.00, 0.01, 151
568, -7215.00, 0.01, 151
569, -10575.00, 0.01, 151
570, -4015.00, 0.01, 151
571, -4765.00, 0.01, 151
572, -5115.00, 0.01, 151
573, -1715.00, 0.01, 151
574, -155.00, 0.01, 151
575, -5855.00, 0.01, 151
576, -4255.00, 0.01, 151
577, -4265.00, 0.01, 151
578, -6165.00, 0.01, 151
579, 1365.00, 0.01, 151
580, -4655.00, 0.01, 151
581, -4655.00, 0.01, 151
582, -7675.00, 0.01, 151
583, -3285.00, 0.01, 151
584, -3965.00, 0.01, 151
585, -2675.00, 0.01, 151
586, -6305.00, 0.01, 151
587, -5945.00, 0.01, 151
588, -8705.00, 0.01, 151
589, -6805.00, 0.01, 151
590, -4695.00, 0.01, 151
591, -6075.00, 0.01, 151
592, -8095.00, 0.01, 151
593, -1635.00, 0.01, 151
594, -1725.00, 0.01, 151
595, -1975.00, 0.01, 151
596, -7595.00, 0.01, 151
597, -4185.00, 0.01, 151
598, -4985.00, 0.01, 151
599, -6805.00, 0.01, 151
600, -6815.00, 0.01, 151
601, -4415.00, 0.01, 151
602, -5995.00, 0.01, 151
603, 125.00, 0.01, 151
604, -4975.00, 0.01, 151
605, -7955.00, 0.01, 151
606, -2445.00, 0.01, 151
607, -7440.00, 0.01, 266
608, -7675.00, 0.01, 151
609, -2855.00, 0.01, 151
610, -8965.00, 0.01, 151
611, -5415.00, 0.01, 151
612, -7635.00, 0.01, 151
613, -2415.00, 0.01, 151
614, 395.00, 0.01, 151
615, -4135.00, 0.01, 151
616, -155.00, 0.01, 151
617, -6965.00, 0.01, 151
618, -9645.00, 0.01, 151
619, -2035.00, 0.01, 151
620, 1385.00, 0.01, 151
621, -2935.00, 0.01, 151
622, -1775.00, 0.01, 151
623, -4265.00, 0.01, 151
624, -10295.00, 0.01, 151
625, -6775.00, 0.01, 151
626, -1725.00, 0.01, 151
627, -5105.00, 0.01, 151
628, -2035.00, 0.01, 151
629, -2055.00, 0.01, 151
630, -1235.00, 0.01, 151
631, -8045.00, 0.01, 151
632, -2265.00, 0.01, 151
633, -4875.00, 0.01, 151
634, -2755.00, 0.01, 151
635, -1565.00, 0.01, 151
636, -4795.00, 0.01, 151
637, -6375.00, 0.01, 151
638, -9460.00, 0.01, 230
639, -4255.00, 0.01, 151
640, -4635.00, 0.01, 151
641, -4485.00, 0.01, 151
642, -6625.00, 0.01, 151
643, -1595.00, 0.01, 151
644, -8265.00, 0.01, 151
645, -3595.00, 0.01, 151
646, -12625.00, 0.01, 151
647, -8095.00, 0.01, 151
648, 1745.00, 0.01, 151
649, -5055.00, 0.01, 151
650, -5065.00, 0.01, 151
651, -5895.00, 0.01, 151
652, -4535.00, 0.01, 151
653, -9295.00, 0.01, 151
654, -2035.00, 0.01, 151
655, -5055.00, 0.01, 151
656, -11365.00, 0.01, 151
657, -7695.00, 0.01, 151
658, -2575.00, 0.01, 151
659, -5075.00, 0.01, 151
660, -3655.00, 0.01, 151
661, -5775.00, 0.01, 151
662, -10255.00, 0.01, 151
663, -1635.00, 0.01, 151
664, -4215.00, 0.01, 151
665, 965.00, 0.01, 151
666, -3985.00, 0.01, 151
667, -1345.00, 0.01, 223
668, -1315.00, 0.01, 151
669, -5065.00, 0.01, 151
670, -6695.00, 0.01, 151
671, -7615.00, 0.01, 151
672, 1755.00, 0.01, 151
673, -6835.00, 0.01, 151
674, -3155.00, 0.01, 151
675, -4655.00, 0.01, 151
676, -835.00, 0.01, 151
677, -7675.00, 0.01, 151
678, -5725.00, 0.01, 151
679, -1635.00, 0.01, 151
680, -8005.00, 0.01, 151
681, -965.00, 0.01, 151
682, -2185.00, 0.01, 151
683, -7095.00, 0.01, 151
684, -4465.00, 0.01, 151
685, -3595.00, 0.01, 151
686, -12265.00, 0.01, 151
687, -7625.00, 0.01, 151
688, -3235.00, 0.01, 151
689, -7215.00, 0.01, 151
690, -1635.00, 0.01, 151
691, 1415.00, 0.01, 151
692, -5485.00, 0.01, 151
693, -1635.00, 0.01, 151
694, -5795.00, 0.01, 151
695, -8095.00, 0.01, 151
696, -5755.00, 0.01, 151
697, -7675.00, 0.01, 151
698, -5545.00, 0.01, 151
699, -7865.00, 0.01, 151
700, -1765.00, 0.01, 151
701, 955.00, 0.01, 151
702, -5055.00, 0.01, 151
703, 4235.00, 0.01, 151
704, -6835.00, 0.01, 151
705, -5485.00, 0.01, 151
706, -8095.00, 0.01, 151
707, -2035.00, 0.01, 151
708, -7295.00, 0.01, 151
709, -9345.00, 0.01, 151
710, -7275.00, 0.01, 151
711, -3785.00, 0.01, 151
712, 505.00, 0.01, 151
713, -1235.00, 0.01, 151
714, -3755.00, 0.01, 151
715, -1635.00, 0.01, 151
716, -1245.00, 0.01, 151
717, 1695.00, 0.01, 151
718, -6530.00, 0.01, 264
719, -4615.00, 0.01, 151
720, 865.00, 0.01, 151
721, -1635.00, 0.01, 151
722, -4655.00, 0.01, 151
723, -5645.00, 0.01, 151
724, -2035.00, 0.01, 151
725, 95.00, 0.01, 151
726, -4665.00, 0.01, 151
727, -2575.00, 0.01, 151
728, -4445.00, 0.01, 151
729, -2105.00, 0.01, 151
730, 1385.00, 0.01, 151
731, -5995.00, 0.01, 151
732, -4555.00, 0.01, 151
733, -1235.00, 0.01, 151
734, 4015.00, 0.01, 151
735, -6835.00, 0.01, 151
736, -10715.00, 0.01, 151
737, -5295.00, 0.01, 151
738, -1435.00, 0.01, 151
739, -4515.00, 0.01, 151
740, -8975.00, 0.01, 151
741, -5535.00, 0.01, 151
742, -4675.00, 0.01, 151
743, -7365.00, 0.01, 151
744, -4215.00, 0.01, 151
745, -4655.00, 0.01, 151
746, -4415.00, 0.01, 151
747, -5085.00, 0.01, 151
748, -4575.00, 0.01, 151
749, -3795.00, 0.01, 151
750, -4255.00, 0.01, 151
751, -7675.00, 0.01, 151
752, -1135.00, 0.01, 151
753, -7145.00, 0.01, 151
754, -2115.00, 0.01, 151
755, -10015.00, 0.01, 151
756, -9365.00, 0.01, 151
757, -4195.00, 0.01, 151
758, -8365.00, 0.01, 151
759, -6955.00, 0.01, 151
760, -1355.00, 0.01, 151
761, -12775.00, 0.01, 151
762, 1525.00, 0.01, 151
763, -4645.00, 0.01, 151
764, -9675.00, 0.01, 151
765, -4055.00, 0.01, 151
766, -6825.00, 0.01, 151
767, -1085.00, 0.01, 151
768, -2925.00, 0.01, 151
769, -6345.00, 0.01, 151
770, -8545.00, 0.01, 151
771, 275.00, 0.01, 151
772, -4255.00, 0.01, 151
773, -11015.00, 0.01, 151
774, -1675.00, 0.01, 151
775, -1235.00, 0.01, 151
776, -5545.00, 0.01, 151
777, -1275.00, 0.01, 151
778, -5915.00, 0.01, 151
779, -4235.00, 0.01, 151
780, -8255.00, 0.01, 151
781, -8475.00, 0.01, 151
782, -4655.00, 0.01, 151
783, -1635.00, 0.01, 151
784, -5025.00, 0.01, 151
785, -11365.00, 0.01, 151
786, -5945.00, 0.01, 151
787, -3295.00, 0.01, 151
788, -7335.00, 0.01, 151
789, -195.00, 0.01, 151
790, -3175.00, 0.01, 151
791, 805.00, 0.01, 151
792, 4335.00, 0.01, 151
793, -5905.00, 0.01, 151
794, -5205.00, 0.01, 151
795, -3800.00, 0.01, 262
796, -1205.00, 0.01, 151
797, -7775.00, 0.01, 151
798, -2005.00, 0.01, 151
799, -3415.00, 0.01, 151
800, -8565.00, 0.01, 151
801, -2295.00, 0.01, 151
802, -4655.00, 0.01, 151
803, -9365.00, 0.01, 151
804, -1055.00, 0.01, 151
805, -3065.00, 0.01, 151
806, -5475.00, 0.01, 151
807, -3045.00, 0.01, 151
808, -5855.00, 0.01, 151
809, -4655.00, 0.01, 151
810, 1965.00, 0.01, 151
811, -6985.00, 0.01, 151
812, -5595.00, 0.01, 151
813, -5065.00, 0.01, 151
814, -10495.00, 0.01, 151
815, -7635.00, 0.01, 151
816, -4655.00, 0.01, 151
817, -7685.00, 0.01, 151
818, -6705.00, 0.01, 151
819, -10175.00, 0.01, 151
820, -7435.00, 0.01, 151
821, -7275.00, 0.01, 151
822, -1625.00, 0.01, 151
823, -6625.00, 0.01, 151
824, -8935.00, 0.01, 151
825, -11665.00, 0.01, 151
826, -4665.00, 0.01, 151
827, -5815.00, 0.01, 151
828, -1805.00, 0.01, 151
829, -9835.00, 0.01, 151
830, -8075.00, 0.01, 151
831, -8365.00, 0.01, 151
832, -4425.00, 0.01, 151
833, -2045.00, 0.01, 151
834, -7035.00, 0.01, 151
835, -6465.00, 0.01, 151
836, -4595.00, 0.01, 151
837, -9095.00, 0.01, 279
838, -1495.00, 0.01, 151
839, -65.00, 0.01, 151
840, -7505.00, 0.01, 151
841, -9795.00, 0.01, 151
842, -4135.00, 0.01, 151
843, 3125.00, 0.01, 151
844, -1235.00, 0.01, 151
845, -6825.00, 0.01, 151
846, 1735.00, 0.01, 151
847, -5705.00, 0.01, 151
848, -7685.00, 0.01, 151
849, -2035.00, 0.01, 151
850, 95.00, 0.01, 151
851, -5955.00, 0.01, 151
852, -5965.00, 0.01, 151
853, -1675.00, 0.01, 151
854, -2725.00, 0.01, 151
855, -9735.00, 0.01, 151
856, -5615.00, 0.01, 151
857, -10705.00, 0.01, 151
858, -5535.00, 0.01, 151
859, -8025.00, 0.01, 151
860, -9375.00, 0.01, 151
861, -2925.00, 0.01, 151
862, -5325.00, 0.01, 151
863, -6345.00, 0.01, 151
864, -9695.00, 0.01, 151
865, -3115.00, 0.01, 151
866, -1425.00, 0.01, 151
867, -10595.00, 0.01, 151
868, -4495.00, 0.01, 151
869, -9415.00, 0.01, 151
870, -6725.00, 0.01, 151
871, -4425.00, 0.01, 151
872, -1175.00, 0.01, 151
873, -8965.00, 0.01, 151
874, -3395.00, 0.01, 151
875, -7685.00, 0.01, 151
