Episode, Total Reward, Epsilon, Steps
876, -4945.00, 0.01, 151
877, -9875.00, 0.01, 151
878, -2065.00, 0.01, 151
879, -8005.00, 0.01, 151
880, -2045.00, 0.01, 151
881, -1635.00, 0.01, 151
882, -5945.00, 0.01, 151
883, -2925.00, 0.01, 151
884, -5475.00, 0.01, 151
885, -1175.00, 0.01, 151
886, -4655.00, 0.01, 151
887, -8965.00, 0.01, 151
888, -5345.00, 0.01, 151
889, -1675.00, 0.01, 151
890, -8035.00, 0.01, 151
891, -7615.00, 0.01, 151
892, -7815.00, 0.01, 151
893, -8055.00, 0.01, 151
894, -435.00, 0.01, 151
895, -15415.00, 0.01, 151
896, -4475.00, 0.01, 151
897, -7675.00, 0.01, 151
898, -1855.00, 0.01, 151
899, -4675.00, 0.01, 151
900, 4835.00, 0.01, 151
901, -3595.00, 0.01, 151
902, -4255.00, 0.01, 151
903, -5465.00, 0.01, 151
904, -6215.00, 0.01, 151
905, -4675.00, 0.01, 151
906, -5075.00, 0.01, 151
907, -4865.00, 0.01, 151
908, -9855.00, 0.01, 151
909, -7235.00, 0.01, 151
910, 3705.00, 0.01, 151
911, -4255.00, 0.01, 151
912, -3235.00, 0.01, 151
913, -5065.00, 0.01, 151
914, -3625.00, 0.01, 151
915, -3215.00, 0.01, 151
916, -4675.00, 0.01, 151
917, -1815.00, 0.01, 151
918, -3345.00, 0.01, 151
919, -7965.00, 0.01, 151
920, -1635.00, 0.01, 151
921, -5925.00, 0.01, 151
922, -6075.00, 0.01, 151
923, -5535.00, 0.01, 151
924, -4545.00, 0.01, 151
925, -5945.00, 0.01, 151
926, -1905.00, 0.01, 151
927, -2465.00, 0.01, 151
928, -7725.00, 0.01, 151
929, -7745.00, 0.01, 151
930, -2915.00, 0.01, 151
931, -12115.00, 0.01, 151
932, -7975.00, 0.01, 151
933, -10635.00, 0.01, 151
934, -5955.00, 0.01, 151
935, -4255.00, 0.01, 151
936, -1205.00, 0.01, 151
937, -2825.00, 0.01, 151
938, -1725.00, 0.01, 151
939, -6995.00, 0.01, 151
940, -4655.00, 0.01, 151
941, -7975.00, 0.01, 151
942, -8105.00, 0.01, 151
943, -4375.00, 0.01, 151
944, -10195.00, 0.01, 151
945, -2765.00, 0.01, 151
946, -5915.00, 0.01, 151
947, -4195.00, 0.01, 151
948, -5875.00, 0.01, 151
949, -6775.00, 0.01, 151
950, 1185.00, 0.01, 151
951, 85.00, 0.01, 151
952, -4655.00, 0.01, 151
953, -9315.00, 0.01, 151
954, -8885.00, 0.01, 151
955, -5815.00, 0.01, 151
956, -7715.00, 0.01, 151
957, -1255.00, 0.01, 151
958, 1385.00, 0.01, 151
959, -4505.00, 0.01, 151
960, -5255.00, 0.01, 151
961, -4875.00, 0.01, 151
962, -5515.00, 0.01, 151
963, -3345.00, 0.01, 151
964, -7135.00, 0.01, 151
965, -3185.00, 0.01, 151
966, -735.00, 0.01, 151
967, 2465.00, 0.01, 151
968, -2485.00, 0.01, 151
969, -4655.00, 0.01, 151
970, -11900.00, 0.01, 196
971, -1315.00, 0.01, 151
972, -1815.00, 0.01, 151
973, -5055.00, 0.01, 151
974, -1635.00, 0.01, 151
975, -2925.00, 0.01, 151
976, -5325.00, 0.01, 151
977, -6125.00, 0.01, 151
978, -5835.00, 0.01, 153
979, -5725.00, 0.01, 151
980, -7625.00, 0.01, 151
981, -7115.00, 0.01, 151
982, -4275.00, 0.01, 151
983, -2005.00, 0.01, 151
984, -6015.00, 0.01, 151
985, -6295.00, 0.01, 259
986, -2795.00, 0.01, 151
987, -1455.00, 0.01, 151
988, -9025.00, 0.01, 151
989, 345.00, 0.01, 151
990, -4675.00, 0.01, 151
991, -1355.00, 0.01, 151
992, -2205.00, 0.01, 151
993, -7095.00, 0.01, 151
994, -4655.00, 0.01, 151
995, -1175.00, 0.01, 151
996, -1285.00, 0.01, 151
997, -1655.00, 0.01, 151
998, -7365.00, 0.01, 151
999, -2545.00, 0.01, 151
1000, -4605.00, 0.01, 151
