Episode, Total Reward, Epsilon, Steps
110, 2957.00, 0.01, 151
111, -618.00, 0.01, 151
112, 1249.00, 0.01, 151
113, 1493.00, 0.01, 151
114, 1532.00, 0.01, 157
115, 457.00, 0.01, 151
116, 2782.00, 0.01, 151
117, -2022.00, 0.01, 151
118, 2691.00, 0.01, 151
119, 450.00, 0.01, 151
120, 1929.00, 0.01, 151
121, 1364.00, 0.01, 151
122, 1398.00, 0.01, 151
123, 449.00, 0.01, 151
124, 3595.00, 0.01, 151
125, 3602.00, 0.01, 164
126, 235.00, 0.01, 151
127, 1121.00, 0.01, 151
128, -97.00, 0.01, 151
129, 3465.00, 0.01, 151
130, 1592.00, 0.01, 151
131, 1531.00, 0.01, 151
132, 1634.00, 0.01, 151
133, -348.00, 0.01, 151
134, 2551.00, 0.01, 151
135, 331.00, 0.01, 151
136, 2279.00, 0.01, 151
137, 2630.00, 0.01, 160
138, 111.00, 0.01, 151
139, 4181.00, 0.01, 151
140, 2549.00, 0.01, 151
141, 2435.00, 0.01, 151
142, 1546.00, 0.01, 151
143, 1592.00, 0.01, 151
144, 1354.00, 0.01, 151
145, -150.00, 0.01, 151
146, -1923.00, 0.01, 151
147, 2091.00, 0.01, 151
148, 2283.00, 0.01, 151
149, 1372.00, 0.01, 151
150, 2507.00, 0.01, 151
151, 1365.00, 0.01, 151
152, -1215.00, 0.01, 151
153, 1652.00, 0.01, 151
154, 2691.00, 0.01, 151
155, -2680.00, 0.01, 151
156, 2641.00, 0.01, 151
157, 308.00, 0.01, 151
158, 2622.00, 0.01, 151
159, 2989.00, 0.01, 151
160, 1507.00, 0.01, 151
161, 776.00, 0.01, 151
162, 3366.00, 0.01, 151
163, -1598.00, 0.01, 151
164, 1366.00, 0.01, 151
165, -1131.00, 0.01, 151
166, 1934.00, 0.01, 151
167, 198.00, 0.01, 151
168, -907.00, 0.01, 151
169, 2656.00, 0.01, 151
170, 2282.00, 0.01, 151
171, 3303.00, 0.01, 151
172, 3302.00, 0.01, 151
173, 785.00, 0.01, 151
174, 297.00, 0.01, 151
175, 1634.00, 0.01, 151
176, 168.00, 0.01, 151
177, 2551.00, 0.01, 151
178, 149.00, 0.01, 151
179, 1964.00, 0.01, 151
180, 2968.00, 0.01, 151
181, 3033.00, 0.01, 151
182, 523.00, 0.01, 273
183, 1492.00, 0.01, 151
184, 690.00, 0.01, 151
185, 1584.00, 0.01, 151
186, 599.00, 0.01, 151
187, 1746.00, 0.01, 276
188, 2336.00, 0.01, 151
189, 1443.00, 0.01, 151
190, -413.00, 0.01, 151
191, 1365.00, 0.01, 151
192, 3204.00, 0.01, 151
193, 51.00, 0.01, 151
194, 444.00, 0.01, 151
195, 2705.00, 0.01, 151
196, 3755.00, 0.01, 151
197, 1004.00, 0.01, 151
198, -1229.00, 0.01, 151
199, 2544.00, 0.01, 151
200, 1634.00, 0.01, 151
201, 1365.00, 0.01, 151
202, 1480.00, 0.01, 151
203, -609.00, 0.01, 151
204, -1731.00, 0.01, 151
205, -1226.00, 0.01, 151
206, 309.00, 0.01, 151
207, 2718.00, 0.01, 151
208, 1761.00, 0.01, 151
209, 1934.00, 0.01, 151
210, 1250.00, 0.01, 151
211, 1505.00, 0.01, 151
212, 1505.00, 0.01, 151
213, -3330.00, 0.01, 151
214, -1923.00, 0.01, 151
215, 1493.00, 0.01, 151
216, 3959.00, 0.01, 151
217, 1377.00, 0.01, 151
218, 1547.00, 0.01, 151
219, 310.00, 0.01, 151
220, 1365.00, 0.01, 151
221, 1368.00, 0.01, 151
222, 3620.00, 0.01, 151
223, 296.00, 0.01, 151
224, 1192.00, 0.01, 151
225, 2550.00, 0.01, 151
226, 185.00, 0.01, 151
227, 462.00, 0.01, 151
228, 1056.00, 0.01, 151
229, 2308.00, 0.01, 151
230, 1300.00, 0.01, 151
231, 4234.00, 0.01, 151
232, 2689.00, 0.01, 151
233, 2479.00, 0.01, 151
234, 450.00, 0.01, 151
235, 2435.00, 0.01, 151
236, 314.00, 0.01, 151
237, 3657.00, 0.01, 200
238, 3377.00, 0.01, 151
239, -1309.00, 0.01, 157
240, 2729.00, 0.01, 151
241, 2537.00, 0.01, 151
242, 2260.00, 0.01, 151
243, 41.00, 0.01, 151
244, 5547.00, 0.01, 151
245, 402.00, 0.01, 151
246, 778.00, 0.01, 151
247, 2525.00, 0.01, 151
248, 869.00, 0.01, 153
249, 590.00, 0.01, 151
250, 2419.00, 0.01, 151
251, 2840.00, 0.01, 151
252, 2864.00, 0.01, 151
253, 2423.00, 0.01, 151
254, -579.00, 0.01, 189
255, -335.00, 0.01, 151
256, 434.00, 0.01, 151
257, 576.00, 0.01, 151
258, 1633.00, 0.01, 151
259, 1504.00, 0.01, 151
260, -3733.00, 0.01, 274
261, 1518.00, 0.01, 151
262, -2510.00, 0.01, 151
263, -142.00, 0.01, 151
264, 346.00, 0.01, 151
265, 2522.00, 0.01, 151
266, 484.00, 0.01, 151
267, -302.00, 0.01, 151
268, 1369.00, 0.01, 151
269, -1060.00, 0.01, 151
270, 2381.00, 0.01, 151
271, 634.00, 0.01, 151
272, 3410.00, 0.01, 151
273, 3918.00, 0.01, 151
274, 214.00, 0.01, 151
275, 954.00, 0.01, 193
276, 745.00, 0.01, 151
277, 3613.00, 0.01, 151
278, 1226.00, 0.01, 151
279, 1516.00, 0.01, 151
280, 1236.00, 0.01, 151
281, 571.00, 0.01, 151
282, 1543.00, 0.01, 153
283, 443.00, 0.01, 151
284, 803.00, 0.01, 161
285, 181.00, 0.01, 151
286, 437.00, 0.01, 151
287, -466.00, 0.01, 151
288, 309.00, 0.01, 151
289, 1016.00, 0.01, 151
290, 297.00, 0.01, 151
291, 2424.00, 0.01, 151
292, 5717.00, 0.01, 268
293, 1217.00, 0.01, 151
294, 1486.00, 0.01, 151
295, 1566.00, 0.01, 151
296, 575.00, 0.01, 151
297, -1106.00, 0.01, 151
298, 809.00, 0.01, 151
299, 1021.00, 0.01, 155
300, 2541.00, 0.01, 151
301, 17.00, 0.01, 151
302, 1328.00, 0.01, 151
303, 895.00, 0.01, 151
304, 1387.00, 0.01, 151
305, 317.00, 0.01, 151
306, 2562.00, 0.01, 151
307, 1549.00, 0.01, 151
308, 1270.00, 0.01, 151
309, 1541.00, 0.01, 151
310, 2563.00, 0.01, 151
311, 1361.00, 0.01, 151
312, 351.00, 0.01, 151
313, 2176.00, 0.01, 151
314, 3339.00, 0.01, 151
315, -453.00, 0.01, 151
316, 1139.00, 0.01, 194
317, 2404.00, 0.01, 151
318, -272.00, 0.01, 151
319, 2551.00, 0.01, 151
320, 342.00, 0.01, 151
321, -813.00, 0.01, 151
322, 2434.00, 0.01, 151
323, -1046.00, 0.01, 151
324, 2464.00, 0.01, 151
325, -1078.00, 0.01, 151
326, 923.00, 0.01, 154
327, 1296.00, 0.01, 151
328, 367.00, 0.01, 260
329, 2283.00, 0.01, 151
330, -343.00, 0.01, 151
331, 2619.00, 0.01, 151
332, 528.00, 0.01, 151
333, 279.00, 0.01, 151
334, -22.00, 0.01, 151
335, 2282.00, 0.01, 151
336, 1574.00, 0.01, 151
337, 1365.00, 0.01, 151
338, 1550.00, 0.01, 151
339, 70.00, 0.01, 151
340, -850.00, 0.01, 151
341, -2395.00, 0.01, 151
342, -738.00, 0.01, 178
343, 1418.00, 0.01, 151
344, 86.00, 0.01, 151
345, 168.00, 0.01, 151
346, -9.00, 0.01, 151
347, 1065.00, 0.01, 151
348, 2379.00, 0.01, 151
349, 1689.00, 0.01, 151
350, 2049.00, 0.01, 151
351, -380.00, 0.01, 151
352, 1365.00, 0.01, 151
353, 423.00, 0.01, 151
