episode,reward
3,475
3,484
3,493
3,502
3,511
3,520
3,529
3,538
3,547
3,556
3,565
4,6
4,15
4,20
4,26
4,32
4,38
4,41
4,44
4,47
4,50
4,56
4,62
4,68
4,74
4,83
4,91
4,100
4,108
4,114
4,117
4,117
4,125
4,133
4,141
4,149
4,153
4,158
4,164
4,170
4,176
4,182
4,188
4,194
4,201
4,208
4,214
4,223
4,229
4,238
4,240
4,242
4,247
4,248
4,246
4,244
4,259
4,263
4,265
4,265
4,262
4,259
4,256
4,260
4,263
4,261
4,258
4,255
4,255
4,252
4,249
4,249
4,249
4,249
4,249
4,252
4,252
4,252
4,252
4,255
4,255
4,255
4,255
4,255
4,255
4,258
4,261
4,264
4,267
4,270
4,273
4,273
4,273
4,273
4,273
4,273
4,273
4,273
4,276
4,276
4,276
4,276
4,276
4,279
4,280
4,280
4,280
4,280
4,280
4,280
4,280
5,9
5,18
5,27
5,36
5,45
5,54
5,65
5,76
5,87
5,98
5,109
5,118
5,128
5,134
5,137
5,140
5,143
5,153
5,159
5,162
5,165
5,171
5,178
5,184
5,190
5,198
5,200
5,202
5,204
5,207
5,210
5,213
5,216
5,219
5,222
5,225
5,225
5,228
5,231
5,234
5,237
5,240
5,243
5,246
5,249
5,251
5,254
5,257
5,257
5,260
5,263
5,266
5,269
5,272
5,275
5,278
5,281
5,284
5,287
5,290
5,293
5,296
5,299
5,302
5,305
5,308
5,311
5,314
5,317
5,320
5,323
5,326
5,329
5,332
5,335
5,337
5,339
5,341
5,343
5,344
5,347
5,349
5,352
5,354
5,357
5,359
5,361
5,363
5,365
5,367
5,370
5,371
5,372
5,374
5,376
5,378
5,379
5,380
5,381
5,382
6,2
6,6
6,10
6,15
6,20
6,25
6,30
6,38
6,46
6,54
6,62
6,70
6,77
6,84
6,91
6,98
6,105
6,112
6,119
6,126
6,133
6,140
6,143
6,147
6,152
6,157
6,162
6,164
6,167
6,169
6,171
6,173
6,178
6,180
6,182
6,185
6,190
6,195
6,200
6,205
6,207
6,210
6,216
6,221
6,226
6,228
6,233
6,238
6,243
6,248
6,253
6,258
6,263
6,266
6,271
6,276
6,278
6,283
6,288
6,293
6,298
6,303
6,308
6,313
6,318
6,323
6,328
6,333
6,338
6,343
6,348
6,353
6,358
6,363
6,368
6,369
6,371
6,376
6,385
6,394
6,403
6,412
6,418
6,422
6,428
6,434
6,440
6,446
6,452
6,458
6,464
6,473
6,482
6,491
6,497
6,504
6,510
6,517
6,524
6,527
7,3
7,6
7,6
7,9
7,12
7,15
7,18
7,18
7,18
7,18
7,18
7,18
7,18
7,21
7,21
7,21
7,22
7,22
7,22
7,22
7,22
7,25
7,28
7,28
7,28
7,28
7,31
7,34
7,37
7,40
7,43
7,46
7,49
7,52
7,55
7,58
7,61
7,62
7,65
7,68
7,71
7,74
7,77
7,80
7,80
7,83
7,86
7,86
7,91
7,91
7,91
7,91
7,91
7,91
7,91
7,94
7,97
7,100
7,103
7,103
7,106
7,109
7,112
7,115
7,118
7,121
7,124
7,127
7,130
7,133
7,136
7,139
7,139
7,142
7,143
7,146
7,149
7,149
7,149
7,149
7,149
7,152
7,152
7,152
7,152
7,152
7,152
7,152
7,152
7,152
7,152
7,155
7,155
7,155
7,158
7,161
7,164
7,167
7,170
7,173
8,9
8,18
8,25
8,31
8,37
8,43
8,49
8,55
8,61
8,67
8,74
8,86
8,92
8,98
8,104
8,110
8,116
8,123
8,129
8,135
8,141
8,147
8,153
8,157
8,163
8,166
8,169
8,173
8,177
8,181
8,185
8,192
8,199
8,206
8,213
8,220
8,227
8,234
8,240
8,246
8,253
8,260
8,267
8,274
8,281
8,285
8,292
8,299
8,306
8,313
8,320
8,327
8,333
8,339
8,345
8,351
8,357
8,363
8,369
8,376
8,382
8,388
8,394
8,400
8,406
8,412
8,415
8,420
8,426
8,432
8,437
8,442
8,448
8,454
8,460
8,463
8,466
8,468
8,473
8,478
8,483
8,496
8,504
8,513
8,521
8,529
8,537
8,542
8,547
8,551
8,555
8,559
8,563
8,564
8,567
8,570
8,573
8,576
8,579
8,582
9,10
9,21
9,32
9,43
9,54
9,65
9,76
9,87
9,98
9,109
9,120
9,131
9,142
9,153
9,164
9,175
9,182
9,189
9,196
9,207
9,218
9,229
9,240
9,245
9,252
9,259
9,266
9,273
9,280
9,287
9,294
9,301
9,308
9,315
9,322
9,329
9,336
9,343
9,350
9,357
9,364
9,371
9,378
9,385
9,392
9,399
9,406
9,413
9,420
9,427
9,434
9,441
9,448
9,455
9,462
9,469
9,476
9,483
9,490
9,497
9,504
9,511
9,518
9,525
9,532
9,539
9,546
9,553
9,558
9,565
9,572
9,579
9,586
9,593
9,600
9,607
9,614
9,611
9,608
9,615
9,622
