episode,reward
395,3324
396,7073
397,4702
398,5744
399,1402
400,11124
401,6557
402,6617
403,5432
404,7776
405,3556
406,4906
407,8487
408,6477
409,5443
410,6488
411,3458
412,-1042
413,4170
414,7674
415,3929
416,4566
417,3796
418,4441
419,4503
420,7070
421,6659
422,4434
423,3512
424,6526
425,7070
426,5105
427,2666
428,7899
429,6619
430,4208
431,4011
432,5560
433,5525
434,3505
435,5560
436,4503
437,3380
438,6519
439,3662
440,4681
441,5227
442,4601
443,2249
444,3359
445,6696
446,6477
447,5560
448,3586
449,4832
450,6736
451,7406
452,4550
453,9297
454,4683
455,5436
456,5420
457,4654
458,4703
459,6477
460,4411
461,2596
462,4972
463,6842
464,8023
465,6718
466,4235
467,3970
468,5105
469,7987
470,3596
471,4483
472,6477
473,7219
474,4342
475,7233
476,3306
477,8731
478,5001
479,7135
480,9788
481,7674
482,6367
483,6930
484,4351
485,3501
486,4374
487,6209
488,8895
489,6617
490,5419
491,2860
492,3446
493,5560
494,6817
495,5760
496,8215
497,3462
498,4179
499,7036
500,5431
501,5560
502,4235
503,8731
504,1483
505,6260
506,6556
507,8127
508,3306
509,7080
510,5560
511,5560
512,4363
513,4453
514,4448
515,6616
516,4583
517,9471
518,3467
519,3367
520,4532
521,4503
522,6929
523,3446
524,4016
525,4552
526,4503
527,6617
528,5560
529,4404
530,5433
531,6329
532,4157
533,3446
534,5802
535,5999
536,3663
537,5077
538,5815
539,4503
540,5433
541,6112
542,825
543,5560
544,2389
545,5302
546,5560
547,5760
548,3240
549,5419
550,7459
551,4503
552,8192
553,6337
554,6477
555,6817
556,6116
557,8307
558,5887
559,2400
560,4887
561,3674
562,6477
563,5560
564,3439
565,7106
566,5327
567,6386
568,4377
569,5699
570,4710
571,4235
572,6397
573,3370
574,7387
575,4362
576,8840
577,5750
578,4243
579,6350
580,2053
581,1980
582,4974
583,5291
584,5947
585,6437
586,1139
587,7674
588,5670
589,5026
590,5811
591,3564
592,3477
593,7987
594,5103
595,5851
596,6617
597,5299
598,2210
599,-2815
