Episode, Total Reward, Epsilon, Steps
102, 4763.00, 0.01, 151
103, -1196.00, 0.01, 151
104, 6216.00, 0.01, 151
105, 8560.00, 0.01, 270
106, 5558.00, 0.01, 151
107, 6616.00, 0.01, 151
108, 11316.00, 0.01, 151
109, 3126.00, 0.01, 151
110, -2023.00, 0.01, 151
111, 2546.00, 0.01, 151
112, 10346.00, 0.01, 151
113, 3495.00, 0.01, 151
114, 4361.00, 0.01, 151
115, 4089.00, 0.01, 158
116, 4077.00, 0.01, 151
117, 6824.00, 0.01, 239
118, 2900.00, 0.01, 151
119, 3972.00, 0.01, 151
120, 3754.00, 0.01, 151
121, 4597.00, 0.01, 169
122, 5208.00, 0.01, 151
123, 3515.00, 0.01, 151
124, 3504.00, 0.01, 151
125, 3094.00, 0.01, 151
126, 584.00, 0.01, 151
127, 6180.00, 0.01, 151
128, 2266.00, 0.01, 151
129, 6645.00, 0.01, 151
130, 9056.00, 0.01, 151
131, 7853.00, 0.01, 151
132, 6471.00, 0.01, 151
133, 5683.00, 0.01, 151
134, 8371.00, 0.01, 151
135, 4500.00, 0.01, 151
136, 2074.00, 0.01, 151
137, 3201.00, 0.01, 151
138, 5677.00, 0.01, 151
139, 3236.00, 0.01, 151
140, 7118.00, 0.01, 151
141, 4000.00, 0.01, 151
142, 5679.00, 0.01, 151
143, 4797.00, 0.01, 151
144, 6402.00, 0.01, 151
145, 3488.00, 0.01, 151
146, 5809.00, 0.01, 151
147, 7874.00, 0.01, 151
148, 8235.00, 0.01, 151
149, 2657.00, 0.01, 151
150, 6612.00, 0.01, 151
151, 3011.00, 0.01, 151
152, 4537.00, 0.01, 151
153, 5380.00, 0.01, 151
154, 8199.00, 0.01, 151
155, 746.00, 0.01, 151
156, 5880.00, 0.01, 151
157, 5560.00, 0.01, 151
158, 4251.00, 0.01, 151
159, 3164.00, 0.01, 151
160, 4927.00, 0.01, 151
161, 2388.00, 0.01, 151
162, 1526.00, 0.01, 151
163, 3166.00, 0.01, 151
164, 6363.00, 0.01, 151
165, 7526.00, 0.01, 151
166, 4880.00, 0.01, 151
167, 3405.00, 0.01, 151
168, 6349.00, 0.01, 151
169, 2390.00, 0.01, 151
170, 4040.00, 0.01, 151
171, 5252.00, 0.01, 151
172, 1822.00, 0.01, 151
173, 7876.00, 0.01, 151
174, 9520.00, 0.01, 151
175, 6201.00, 0.01, 151
176, 6574.00, 0.01, 151
177, 4355.00, 0.01, 151
178, 3705.00, 0.01, 151
179, 3990.00, 0.01, 151
180, 2129.00, 0.01, 151
181, 3445.00, 0.01, 151
182, 2595.00, 0.01, 151
183, 5758.00, 0.01, 151
184, 5283.00, 0.01, 151
185, 5644.00, 0.01, 151
186, 4679.00, 0.01, 151
187, 5260.00, 0.01, 151
188, 7505.00, 0.01, 151
189, 2404.00, 0.01, 151
190, 6001.00, 0.01, 151
191, 4945.00, 0.01, 151
192, 8010.00, 0.01, 151
193, 6167.00, 0.01, 151
194, 1959.00, 0.01, 151
195, 4202.00, 0.01, 151
196, 8915.00, 0.01, 151
197, 4872.00, 0.01, 151
198, 9106.00, 0.01, 151
199, 7887.00, 0.01, 151
200, 5607.00, 0.01, 151
201, 6281.00, 0.01, 151
202, 2691.00, 0.01, 151
203, 2341.00, 0.01, 151
204, 5777.00, 0.01, 151
205, 2123.00, 0.01, 151
206, 3984.00, 0.01, 151
207, 6950.00, 0.01, 151
208, 3177.00, 0.01, 151
209, 3075.00, 0.01, 151
210, 6515.00, 0.01, 151
211, 5838.00, 0.01, 151
212, 4299.00, 0.01, 151
213, 3345.00, 0.01, 151
214, 4336.00, 0.01, 151
215, 4242.00, 0.01, 151
216, 4559.00, 0.01, 151
217, 3648.00, 0.01, 151
218, 7400.00, 0.01, 151
219, 3048.00, 0.01, 151
220, 4794.00, 0.01, 151
221, 5889.00, 0.01, 151
222, 1923.00, 0.01, 151
223, 5809.00, 0.01, 151
224, 2017.00, 0.01, 151
225, 1861.00, 0.01, 151
226, 3506.00, 0.01, 151
227, 3299.00, 0.01, 151
228, 7358.00, 0.01, 151
229, 6488.00, 0.01, 151
230, 5515.00, 0.01, 151
231, 4514.00, 0.01, 151
232, 1549.00, 0.01, 151
233, 7858.00, 0.01, 151
234, 3710.00, 0.01, 151
235, 3392.00, 0.01, 151
236, 8705.00, 0.01, 151
237, 6583.00, 0.01, 151
238, 2976.00, 0.01, 151
239, 5710.00, 0.01, 151
240, 6219.00, 0.01, 151
241, 4715.00, 0.01, 151
242, 8602.00, 0.01, 151
243, 4197.00, 0.01, 151
244, 1880.00, 0.01, 151
245, 5414.00, 0.01, 151
246, 4017.00, 0.01, 151
247, 5041.00, 0.01, 151
248, 2253.00, 0.01, 151
249, 3290.00, 0.01, 151
250, 5432.00, 0.01, 151
251, 4374.00, 0.01, 151
252, 1549.00, 0.01, 151
253, 5632.00, 0.01, 151
254, 1936.00, 0.01, 151
255, -1282.00, 0.01, 151
256, 7755.00, 0.01, 151
257, 4970.00, 0.01, 151
258, 2195.00, 0.01, 151
259, 7858.00, 0.01, 151
260, 4094.00, 0.01, 151
261, 4503.00, 0.01, 151
262, 7146.00, 0.01, 151
263, 1876.00, 0.01, 151
264, 6860.00, 0.01, 151
265, 7587.00, 0.01, 151
266, 6842.00, 0.01, 151
267, 3976.00, 0.01, 151
268, 6372.00, 0.01, 151
269, 7951.00, 0.01, 151
270, 3599.00, 0.01, 151
271, 4317.00, 0.01, 151
272, 3177.00, 0.01, 151
273, 6530.00, 0.01, 151
274, 2818.00, 0.01, 151
275, 2877.00, 0.01, 151
276, 6689.00, 0.01, 151
277, 4029.00, 0.01, 151
278, 4786.00, 0.01, 151
279, 6070.00, 0.01, 151
280, 6481.00, 0.01, 151
281, 4662.00, 0.01, 151
282, 3312.00, 0.01, 151
283, 5860.00, 0.01, 151
284, 8609.00, 0.01, 151
285, 6558.00, 0.01, 151
286, 4417.00, 0.01, 151
287, 4294.00, 0.01, 151
288, 5972.00, 0.01, 151
289, 5433.00, 0.01, 151
290, -4361.00, 0.01, 151
291, 4551.00, 0.01, 151
292, 6941.00, 0.01, 151
293, 5426.00, 0.01, 151
294, 708.00, 0.01, 151
295, 7440.00, 0.01, 151
296, 5567.00, 0.01, 151
297, 2523.00, 0.01, 151
298, 3624.00, 0.01, 151
299, 7446.00, 0.01, 151
300, 8647.00, 0.01, 151
301, 3306.00, 0.01, 151
302, 4537.00, 0.01, 151
303, 4111.00, 0.01, 151
304, 6133.00, 0.01, 151
305, 8126.00, 0.01, 151
306, 5624.00, 0.01, 239
307, 1729.00, 0.01, 151
308, 8579.00, 0.01, 151
309, 4374.00, 0.01, 151
310, 2904.00, 0.01, 151
311, 5484.00, 0.01, 151
312, 5851.00, 0.01, 151
313, 4602.00, 0.01, 151
314, 4738.00, 0.01, 151
315, 4517.00, 0.01, 151
316, 6617.00, 0.01, 151
317, 6307.00, 0.01, 151
318, 3497.00, 0.01, 151
319, 5899.00, 0.01, 151
320, 4375.00, 0.01, 151
321, 5590.00, 0.01, 151
322, 5524.00, 0.01, 151
323, 4468.00, 0.01, 151
324, 4375.00, 0.01, 151
325, 5432.00, 0.01, 151
326, 3906.00, 0.01, 151
327, 5552.00, 0.01, 151
328, 2121.00, 0.01, 151
329, 4092.00, 0.01, 151
330, 4953.00, 0.01, 151
331, 5292.00, 0.01, 151
332, 4574.00, 0.01, 151
333, 3055.00, 0.01, 151
334, 5414.00, 0.01, 151
335, 3775.00, 0.01, 151
336, 5677.00, 0.01, 151
337, 5431.00, 0.01, 151
338, 7444.00, 0.01, 151
339, 3131.00, 0.01, 151
340, 9044.00, 0.01, 151
341, 9028.00, 0.01, 151
342, 4083.00, 0.01, 151
343, 6725.00, 0.01, 151
344, 8463.00, 0.01, 151
345, 7240.00, 0.01, 151
346, 3346.00, 0.01, 151
347, 6470.00, 0.01, 151
348, 4241.00, 0.01, 151
349, 4380.00, 0.01, 151
350, 5631.00, 0.01, 151
351, 5341.00, 0.01, 151
352, 5291.00, 0.01, 151
353, 4363.00, 0.01, 151
354, 4363.00, 0.01, 151
355, 5734.00, 0.01, 151
356, 5572.00, 0.01, 151
357, 6348.00, 0.01, 151
358, 4362.00, 0.01, 151
359, 2906.00, 0.01, 151
360, 8602.00, 0.01, 151
361, 4503.00, 0.01, 151
362, 2554.00, 0.01, 151
363, 4374.00, 0.01, 151
364, 8339.00, 0.01, 151
365, 10184.00, 0.01, 209
366, 7410.00, 0.01, 151
367, 5890.00, 0.01, 151
368, 6617.00, 0.01, 151
369, 4337.00, 0.01, 151
370, 5151.00, 0.01, 151
371, 7674.00, 0.01, 151
372, 4363.00, 0.01, 151
373, 5560.00, 0.01, 151
374, 9163.00, 0.01, 151
375, 4379.00, 0.01, 151
376, 5280.00, 0.01, 151
377, 4259.00, 0.01, 151
378, 5615.00, 0.01, 151
379, 7422.00, 0.01, 151
380, 4311.00, 0.01, 151
381, 3471.00, 0.01, 151
382, 3177.00, 0.01, 151
383, 5831.00, 0.01, 151
384, 6688.00, 0.01, 151
385, 5377.00, 0.01, 151
386, 7541.00, 0.01, 151
387, 4872.00, 0.01, 151
388, 5431.00, 0.01, 151
389, 4234.00, 0.01, 151
390, 7405.00, 0.01, 151
391, 4283.00, 0.01, 151
392, 8100.00, 0.01, 151
393, 7987.00, 0.01, 151
394, 6823.00, 0.01, 151
395, 8327.00, 0.01, 151
396, 3324.00, 0.01, 151
397, 7073.00, 0.01, 151
398, 4702.00, 0.01, 151
399, 5744.00, 0.01, 151
400, 1402.00, 0.01, 151
401, 11124.00, 0.01, 151
402, 6557.00, 0.01, 151
403, 6617.00, 0.01, 151
404, 5432.00, 0.01, 151
405, 7776.00, 0.01, 151
406, 3556.00, 0.01, 151
407, 4906.00, 0.01, 151
408, 8487.00, 0.01, 151
409, 6477.00, 0.01, 151
410, 5443.00, 0.01, 151
411, 6488.00, 0.01, 151
412, 3458.00, 0.01, 151
413, -1042.00, 0.01, 151
414, 4170.00, 0.01, 151
415, 7674.00, 0.01, 151
416, 3929.00, 0.01, 151
417, 4566.00, 0.01, 151
418, 3796.00, 0.01, 151
419, 4441.00, 0.01, 151
420, 4503.00, 0.01, 151
421, 7070.00, 0.01, 151
422, 6659.00, 0.01, 151
423, 4434.00, 0.01, 151
424, 3512.00, 0.01, 151
425, 6526.00, 0.01, 151
426, 7070.00, 0.01, 151
427, 5105.00, 0.01, 151
428, 2666.00, 0.01, 151
429, 7899.00, 0.01, 151
430, 6619.00, 0.01, 151
431, 4208.00, 0.01, 151
432, 4011.00, 0.01, 151
433, 5560.00, 0.01, 151
434, 5525.00, 0.01, 151
435, 3505.00, 0.01, 151
436, 5560.00, 0.01, 151
437, 4503.00, 0.01, 151
438, 3380.00, 0.01, 151
439, 6519.00, 0.01, 151
440, 3662.00, 0.01, 151
441, 4681.00, 0.01, 151
442, 5227.00, 0.01, 151
443, 4601.00, 0.01, 151
444, 2249.00, 0.01, 151
445, 3359.00, 0.01, 151
446, 6696.00, 0.01, 151
447, 6477.00, 0.01, 151
448, 5560.00, 0.01, 151
449, 3586.00, 0.01, 151
450, 4832.00, 0.01, 151
451, 6736.00, 0.01, 151
452, 7406.00, 0.01, 151
453, 4550.00, 0.01, 151
454, 9297.00, 0.01, 151
455, 4683.00, 0.01, 151
456, 5436.00, 0.01, 151
457, 5420.00, 0.01, 151
458, 4654.00, 0.01, 151
459, 4703.00, 0.01, 151
460, 6477.00, 0.01, 151
461, 4411.00, 0.01, 151
462, 2596.00, 0.01, 151
463, 4972.00, 0.01, 151
464, 6842.00, 0.01, 151
465, 8023.00, 0.01, 151
466, 6718.00, 0.01, 151
467, 4235.00, 0.01, 151
468, 3970.00, 0.01, 151
469, 5105.00, 0.01, 151
470, 7987.00, 0.01, 151
471, 3596.00, 0.01, 151
472, 4483.00, 0.01, 151
473, 6477.00, 0.01, 151
474, 7219.00, 0.01, 151
475, 4342.00, 0.01, 151
476, 7233.00, 0.01, 151
477, 3306.00, 0.01, 151
478, 8731.00, 0.01, 151
479, 5001.00, 0.01, 151
480, 7135.00, 0.01, 151
481, 9788.00, 0.01, 151
482, 7674.00, 0.01, 151
483, 6367.00, 0.01, 167
484, 6930.00, 0.01, 151
485, 4351.00, 0.01, 151
486, 3501.00, 0.01, 151
487, 4374.00, 0.01, 151
488, 6209.00, 0.01, 151
489, 8895.00, 0.01, 151
490, 6617.00, 0.01, 151
491, 5419.00, 0.01, 151
492, 2860.00, 0.01, 151
493, 3446.00, 0.01, 151
494, 5560.00, 0.01, 151
495, 6817.00, 0.01, 151
496, 5760.00, 0.01, 151
497, 8215.00, 0.01, 151
498, 3462.00, 0.01, 151
499, 4179.00, 0.01, 151
500, 7036.00, 0.01, 151
501, 5431.00, 0.01, 151
502, 5560.00, 0.01, 151
503, 4235.00, 0.01, 151
504, 8731.00, 0.01, 151
505, 1483.00, 0.01, 151
506, 6260.00, 0.01, 151
507, 6556.00, 0.01, 151
508, 8127.00, 0.01, 151
509, 3306.00, 0.01, 151
510, 7080.00, 0.01, 151
511, 5560.00, 0.01, 151
512, 5560.00, 0.01, 151
513, 4363.00, 0.01, 151
514, 4453.00, 0.01, 151
515, 4448.00, 0.01, 151
516, 6616.00, 0.01, 151
517, 4583.00, 0.01, 151
518, 9471.00, 0.01, 151
519, 3467.00, 0.01, 151
520, 3367.00, 0.01, 151
521, 4532.00, 0.01, 151
522, 4503.00, 0.01, 151
523, 6929.00, 0.01, 151
524, 3446.00, 0.01, 151
525, 4016.00, 0.01, 151
526, 4552.00, 0.01, 151
527, 4503.00, 0.01, 151
528, 6617.00, 0.01, 151
529, 5560.00, 0.01, 151
530, 4404.00, 0.01, 151
531, 5433.00, 0.01, 151
532, 6329.00, 0.01, 151
533, 4157.00, 0.01, 151
534, 3446.00, 0.01, 151
535, 5802.00, 0.01, 151
536, 5999.00, 0.01, 151
537, 3663.00, 0.01, 151
538, 5077.00, 0.01, 151
539, 5815.00, 0.01, 151
540, 4503.00, 0.01, 151
541, 5433.00, 0.01, 151
542, 6112.00, 0.01, 151
543, 825.00, 0.01, 151
544, 5560.00, 0.01, 151
545, 2389.00, 0.01, 151
546, 5302.00, 0.01, 151
547, 5560.00, 0.01, 151
548, 5760.00, 0.01, 151
549, 3240.00, 0.01, 151
550, 5419.00, 0.01, 151
551, 7459.00, 0.01, 151
552, 4503.00, 0.01, 151
553, 8192.00, 0.01, 151
554, 6337.00, 0.01, 151
555, 6477.00, 0.01, 151
556, 6817.00, 0.01, 151
557, 6116.00, 0.01, 151
558, 8307.00, 0.01, 151
559, 5887.00, 0.01, 151
560, 2400.00, 0.01, 151
561, 4887.00, 0.01, 151
562, 3674.00, 0.01, 151
563, 6477.00, 0.01, 151
564, 5560.00, 0.01, 151
565, 3439.00, 0.01, 151
566, 7106.00, 0.01, 151
567, 5327.00, 0.01, 151
568, 6386.00, 0.01, 151
569, 4377.00, 0.01, 151
570, 5699.00, 0.01, 151
571, 4710.00, 0.01, 151
572, 4235.00, 0.01, 151
573, 6397.00, 0.01, 151
574, 3370.00, 0.01, 151
575, 7387.00, 0.01, 151
576, 4362.00, 0.01, 151
577, 8840.00, 0.01, 151
578, 5750.00, 0.01, 151
579, 4243.00, 0.01, 151
580, 6350.00, 0.01, 151
581, 2053.00, 0.01, 151
582, 1980.00, 0.01, 151
583, 4974.00, 0.01, 151
584, 5291.00, 0.01, 151
585, 5947.00, 0.01, 151
586, 6437.00, 0.01, 151
587, 1139.00, 0.01, 151
588, 7674.00, 0.01, 151
589, 5670.00, 0.01, 151
590, 5026.00, 0.01, 151
591, 5811.00, 0.01, 151
592, 3564.00, 0.01, 151
593, 3477.00, 0.01, 151
594, 7987.00, 0.01, 151
595, 5103.00, 0.01, 151
596, 5851.00, 0.01, 151
597, 6617.00, 0.01, 151
598, 5299.00, 0.01, 151
599, 2210.00, 0.01, 151
600, -2815.00, 0.01, 151
