episode,reward
491,-1298
492,1431
493,-1476
494,1531
495,2792
496,571
497,-2123
498,-102
499,271
500,3363
501,2400
502,168
503,2576
504,1365
505,-1153
506,1283
507,-459
508,302
509,1906
510,2521
511,659
512,1505
513,2282
514,3196
515,2422
516,2551
517,2141
518,437
519,2087
520,2421
521,272
522,3892
523,189
524,442
525,4141
526,1458
527,-104
528,412
529,1032
530,3050
531,-1574
532,1505
533,-210
534,1494
535,-1234
536,2374
537,2422
538,2424
539,2422
540,309
541,987
542,310
543,1226
544,1605
545,582
546,1352
547,1365
548,-2132
549,225
550,1386
551,1368
552,3463
553,-1524
554,2416
555,2386
556,577
557,513
558,-5
559,574
560,1284
561,2438
562,1239
563,3339
564,2957
565,2418
566,431
567,2039
568,2228
569,-328
570,454
571,-2392
572,1639
573,599
574,310
575,449
576,2153
577,1829
578,1223
579,2411
580,2747
581,2420
582,1374
583,448
584,1013
585,428
586,255
587,958
588,361
589,3972
590,308
591,1366
592,2283
593,1519
594,728
595,724
596,201
597,519
598,1149
599,3481
